,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Players,RK,Team,BYE,POS,%Play,Comp%,Comp,ATT,YPA,Yards,TDs,Ints,Att,Rush,TDs,
Dallas Passing,,DAL,7,QB,100.00,68%,438.5,642.5,7.9,5069.0,33.23,10.00,60,274,5.00,
Dak Prescott,1,DAL,7,QB,0.98,68%,429.8,629.7,7.9,5005.1,33.00,9.00,60,274,5.00,
Cooper Rush,2,DAL,7,QB,0.02,62%,8.0,12.9,7.3,93.8,0.66,0.20,0,0,0.00,
,,,,,,,,,,,,,,,,
Players,RK,Team,BYE,POS,% ATT,ATT,YPA,YPAA,Rush,TDs,%Ctch,Catch,YPC,YPCA,REC,TDs
Dallas Rushing,,DAL,7,RB,100,458.07,4.5,4.3,2100.2,20.1,0.18,78.94,6.8,7.4,536,3.0
Ezekiel Elliott,1,DAL,7,RB,0.58,265.68,4.4,4.3,1140.7,11.0,0.65,51.31,7.5,6.9,354,2.0
Tony Pollard,2,DAL,7,RB,0.27,123.68,4.7,4.6,568.1,4.0,0.35,27.63,7.2,6.6,182,1.0
JaQuan Hardy,3,DAL,7,RB,0.02,9.16,4.2,4.1,37.5,0.0,0.00,0.00,7.5,6.9,0,0.0
Corey Clement,4,DAL,7,RB,0.00,0.00,4.0,3.9,0.0,0.0,0.00,0.00,6.8,6.2,0,0.0
Dak Prescott,,DAL,7,QB,0.13,59.55,4.7,4.6,273.5,5.0,,,,,,
,,,,,,,,,,,,,,,,
Players,RK,Team,BYE,POS,% ATT,ATT,YPA,YPAA,Rush,TDs,%Ctch,Catch,YPC,YPCA,REC,TDs
Dallas REC WR,,DAL,7,WR,0.03,12.00,6.7,4.3,80.3,0.5,0.64,280.67,13.2,12.6,3716,25.0
Amari Cooper,1,DAL,7,WR,0.00,2.00,5.8,5.7,11.4,0.0,0.33,92.62,13.7,13.4,1239,8.0
CeeDee Lamb,2,DAL,7,WR,0.02,10.00,7.0,6.9,68.9,1.0,0.35,98.23,13.0,12.7,1246,10.0
Michael Gallup,3,DAL,7,WR,0.00,0.00,5.2,5.1,0.0,0.0,0.24,67.36,15.6,15.3,1029,6.0
Simi Fehoko,4,DAL,7,WR,0.00,0.00,6.2,6.1,0.0,0.0,0.05,14.03,14.7,14.4,202,1.0
Cedrick Wilson,5,DAL,7,WR,0.00,0.00,6.2,6.1,0.0,0.0,0.03,8.42,11.5,11.2,94,0.0
,,,,,,,,,,,,,,,,
Players,RK,Team,BYE,POS,% ATT,ATT,YPA,YPAA,Rush,TDs,%Ctch,Catch,YPC,YPCA,REC,TDs
Dallas REC TE,,DAL,7,TE,0.00,0.00,0.0,4.3,0.0,0.0,0.18,78.94,10.3,10.8,817,6.0
Blake Jarwin,1,DAL,7,TE,0.00,0.00,8.0,7.9,0.0,0.0,0.63,49.73,11.7,11.1,551,4.0
Dalton Schultz,2,DAL,7,TE,0.00,0.00,8.0,7.9,0.0,0.0,0.37,29.21,9.7,9.1,265,2.0
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Players,,Team,BYE,POS,%Play,Comp%,Comp,ATT,YPA,Yards,TDs,Ints,Att,Rush,TDs,
Denver Passing,,DEN,11,QB,100.00,68%,368.4,543.5,7.9,4270.7,22.92,10.00,47,191,2.00,
Teddy Bridgewater,1,DEN,11,QB,0.80,68%,294.7,434.8,8.0,3478.0,18.00,8.00,47,191,2.00,
Drew Lock,2,DEN,11,QB,0.20,63%,68.5,108.7,7.4,804.4,4.58,2.00,12,45,0.00,
,,,,,,,,,,,,,,,,
Players,RK,Team,BYE,POS,% ATT,ATT,YPA,YPAA,Rush,TDs,%Ctch,Catch,YPC,YPCA,REC,TDs
Denver Rushing,,DEN,11,RB,100,425.07,4.4,4.3,1932.3,16.0,0.15,55.26,6.7,7.4,371,2.0
Melvin Gordon,1,DEN,11,RB,0.47,199.78,4.4,4.3,857.8,7.0,0.66,36.47,7.1,6.5,237,1.0
Javonte Williams,2,DEN,11,RB,0.38,161.53,4.7,4.6,742.0,7.0,0.30,16.58,7.9,7.3,121,1.0
Nate McCrary,3,DEN,11,RB,0.04,17.00,4.0,3.9,66.2,0.0,0.04,2.21,6.5,5.9,13,0.0
Mike Boone,4,DEN,11,RB,0.00,0.00,3.8,3.7,0.0,0.0,0.00,0.00,7.4,6.8,0,0.0
Teddy Bridgewater,,DEN,11,QB,0.11,46.76,4.2,4.1,191.4,2.0,,,,,,
,,,,,,,,,,,,,,,,
Players,RK,Team,BYE,POS,% ATT,ATT,YPA,YPAA,Rush,TDs,%Ctch,Catch,YPC,YPCA,REC,TDs
Denver REC WR,,DEN,11,WR,0.02,10.00,7.5,4.3,74.9,0.4,0.60,221.05,13.1,12.6,2895,15.0
Jerry Jeudy,1,DEN,11,WR,0.00,0.00,6.1,6.0,0.0,0.0,0.32,70.74,13.6,13.3,939,5.0
Courtland Sutton,2,DEN,11,WR,0.00,0.00,6.8,6.7,0.0,0.0,0.33,72.95,14.1,13.8,1005,5.0
KJ Hamler,3,DEN,11,WR,0.02,10.00,7.6,7.5,74.9,0.0,0.17,37.58,12.4,12.1,454,2.0
Tim Patrick,4,DEN,11,WR,0.00,0.00,6.2,6.1,0.0,0.0,0.18,39.79,12.8,12.5,497,3.0
Diontae Spencer,5,DEN,11,WR,0.00,0.00,6.2,6.1,0.0,0.0,0.00,0.00,13.4,13.1,0,0.0
,,,,,,,,,,,,,,,,
Players,RK,Team,BYE,POS,% ATT,ATT,YPA,YPAA,Rush,TDs,%Ctch,Catch,YPCA,YPC,REC,TDs
Denver REC TE,,DEN,11,TE,0,0.00,0.0,4.3,0.0,0.0,0.25,92.10,10.9,10.8,1004,6.0
Noah Fant,1,DEN,11,TE,0,0.00,8.0,7.9,0.0,0.0,0.80,73.68,11.7,11.1,817,5.0
Albert Okwuegbunam,2,DEN,11,TE,0,0.00,8.0,7.9,0.0,0.0,0.20,18.42,10.8,10.2,188,1.0
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Players,RK,Team,BYE,POS,%Play,Comp%,Comp,ATT,YPA,Yards,TDs,Ints,Att,Rush,TDs,
Detroit Passing,,DET,11,QB,100.00,65%,384.9,593.0,7.1,4186.6,22.92,14.00,44,70,1.00,
Jared Goff,1,DET,11,QB,0.97,65%,373.4,575.2,6.9,3997.2,23.00,13.00,44,70,1.00,
David Blough,2,DET,11,QB,0.03,58%,10.3,17.8,6.8,121.0,0.69,0.42,0,0,0.00,
,,,,,,,,,,,,,,,,
Players,RK,Team,BYE,POS,% ATT,ATT,YPA,YPAA,Rush,TDs,%Ctch,Catch,YPC,YPCA,REC,TDs
Detroit Rushing,,DET,11,RB,100,400.32,3.8,4.3,1521.8,12.0,0.28,107.78,7.1,7.4,767,4.0
D'Andre Swift,1,DET,11,RB,0.42,168.13,4.4,4.3,721.9,7.0,0.74,79.75,7.9,7.3,582,3.0
Jamaal Williams,2,DET,11,RB,0.35,140.11,3.9,3.8,531.5,4.0,0.26,28.02,7.2,6.6,185,1.0
Jermer Jefferson,3,DET,11,RB,0.12,48.04,4.1,4.0,191.8,0.0,0.00,0.00,7.3,6.7,0,0.0
Godwin Igwebuike,4,DET,11,RB,0.00,0.00,4.0,3.9,0.0,0.0,0.00,0.00,6.8,6.2,0,0.0
Jared Goff,,DET,11,QB,0.11,44.04,1.7,1.6,70.2,1.0,,,,,,
,,,,,,,,,,,,,,,,
Players,RK,Team,BYE,POS,% ATT,ATT,YPA,YPAA,Rush,TDs,%Ctch,Catch,YPC,YPCA,REC,TDs
Detroit REC WR,,DET,11,WR,0.00,1.00,6.4,4.3,6.4,0.0,0.50,192.46,13.1,12.6,2514,13.0
Tyrell Williams,1,DET,11,WR,0.00,1.00,6.5,6.4,6.4,0.0,0.33,63.51,13.8,13.5,856,5.0
Quintez Cephus,2,DET,11,WR,0.00,0.00,7.1,7.0,0.0,0.0,0.28,53.89,15.8,15.5,834,4.0
Amon-Ra St. Brown,3,DET,11,WR,0.00,0.00,9.1,9.0,0.0,0.0,0.31,59.66,10.7,10.4,619,4.0
KhaDarel Hodge,4,DET,11,WR,0.00,0.00,6.2,6.1,0.0,0.0,0.08,15.40,13.6,13.3,204,0.0
Geronimo Allison,5,DET,11,WR,0.00,0.00,6.2,6.1,0.0,0.0,0.00,0.00,12.6,12.3,0,0.0
,,,,,,,,,,,,,,,,
Players,RK,Team,BYE,POS,% ATT,ATT,YPA,YPAA,Rush,TDs,%Ctch,Catch,YPC,YPCA,REC,TDs
Detroit REC TE,,DET,11,TE,0,0.00,0.0,4.3,0.0,0.0,0.22,84.68,10.7,10.8,905,6.0
T.J. Hockenson,1,DET,11,TE,0,0.00,8.0,7.9,0.0,0.0,0.85,71.98,11.5,10.9,784,5.0
Darren Fells,2,DET,11,TE,0,0.00,8.0,7.9,0.0,0.0,0.15,12.70,10.2,9.6,122,1.0
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Players,RK,Team,BYE,POS,%Play,Comp%,Comp,ATT,YPA,Yards,TDs,Ints,Att,Rush,TDs,
Green Bay Passing,,GB,13,QB,100.00,69%,384.9,560.0,7.4,4139.2,35.29,8.00,39,179,2.00,
Aaron Rodgers,1,GB,13,QB,0.98,69%,377.2,548.8,7.4,4060.6,36.00,7.00,39,179,2.00,
Jordan Love,2,GB,13,QB,0.02,62%,6.9,11.2,7.0,78.4,0.71,0.16,0,0,0.00,
,,,,,,,,,,,,,,,,
Players,RK,Team,BYE,POS,% ATT,ATT,YPA,YPAA,Rush,TDs,%Ctch,Catch,YPC,YPCA,REC,TDs
Green Bay Rushing,,GB,13,RB,100,433.32,4.6,4.3,2006.8,17.0,0.22,84.68,7.3,7.4,620,4.0
Aaron Jones,1,GB,13,RB,0.52,225.33,4.8,4.7,1057.6,9.0,0.80,67.75,8.0,7.4,501,4.0
AJ Dillon,2,GB,13,RB,0.33,143.00,4.6,4.5,642.5,6.0,0.05,4.23,7.2,6.6,28,0.0
Kylin Hill,3,GB,13,RB,0.06,26.00,4.2,4.1,106.4,0.0,0.15,12.70,7.7,7.1,90,0.0
Patrick Taylor,4,GB,13,RB,0.00,0.00,4.2,4.1,0.0,0.0,0.00,0.00,8.3,7.7,0,0.0
Aaron Rodgers,,GB,13,QB,0.09,39.00,4.7,4.6,179.1,2.0,,,,,,
,,,,,,,,,,,,,,,,
Players,RK,Team,BYE,POS,% ATT,ATT,YPA,YPAA,Rush,TDs,%Ctch,Catch,YPC,YPCA,REC,TDs
Green Bay REC WR,,GB,13,WR,0.01,3.00,7.0,4.3,21.0,0.1,0.59,227.10,12.0,12.6,2732,23.0
Davante Adams,1,GB,13,WR,0.00,0.00,5.6,5.5,0.0,0.0,0.53,120.36,12.2,11.9,1430,13.0
Randall Cobb,2,GB,13,WR,0.00,1.00,7.1,7.0,7.0,0.0,0.17,38.61,10.8,10.5,405,3.0
Allen Lazard,3,GB,13,WR,0.00,2.00,7.1,7.0,14.0,0.0,0.14,31.79,13.5,13.2,419,4.0
Marquez Valdes-Scantling,4,GB,13,WR,0.00,0.00,6.5,6.4,0.0,0.0,0.09,20.44,15.6,15.3,312,2.0
Amari Rodgers,5,GB,13,WR,0.00,0.00,6.5,6.4,0.0,0.0,0.07,15.90,10.8,10.5,167,1.0
,,,,,,,,,,,,,,,,
Players,RK,Team,BYE,POS,% ATT,ATT,YPA,YPAA,Rush,TDs,%Ctch,Catch,YPC,YPCA,REC,TDs
Green Bay REC TE,,GB,13,TE,0.00,0.00,0.0,4.3,0.0,0.0,0.19,73.13,10.8,10.8,787,9.0
Robert Tonyan,1,GB,13,TE,0.00,0.00,8.0,7.9,0.0,0.0,0.81,59.24,11.3,10.7,633,7.0
Josiah Deguara,2,GB,13,TE,0.00,0.00,8.0,7.9,0.0,0.0,0.19,13.90,9.8,11.1,154,2.0
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Players,RK,Team,BYE,POS,%Play,Comp%,Comp,ATT,YPA,Yards,TDs,Ints,Att,Rush,TDs,
Houston Passing,,HOU,10,QB,100.00,60%,327.2,543.5,6.4,3490.5,14.67,12.00,83,433,3.00,
Tyrod Taylor,1,HOU,10,QB,0.96,60%,314.1,521.8,6.3,3312.7,14.00,11.00,83,433,3.00,
Davis Mills,2,HOU,10,QB,0.04,60%,13.0,21.7,6.5,141.3,0.59,0.48,0,0,0.00,
,,,,,,,,,,,,,,,,
Players,RK,Team,BYE,POS,% ATT,ATT,YPA,YPAA,Rush,TDs,%Ctch,Catch,YPC,YPCA,REC,TDs
Houston Rushing,,HOU,10,RB,100,416.82,4.1,4.3,1735.8,8.0,0.20,65.43,6.7,7.4,441,2.0
David Johnson,1,HOU,10,RB,0.40,166.73,4.0,3.9,649.2,3.0,0.63,41.22,7.5,6.9,284,1.0
Phillip Lindsay,2,HOU,10,RB,0.30,125.05,3.9,3.8,474.4,2.0,0.22,14.40,6.8,6.2,89,1.0
Mark Ingram,3,HOU,10,RB,0.1,41.68,3.9,3.8,158.1,1.0,0.15,9.82,7.5,6.9,68,0.0
Rex Burkhead,4,HOU,10,RB,0.00,0.00,4.0,3.9,0.0,0.0,0.00,0.00,6.8,6.2,0,0.0
Tyrod Taylor,,HOU,10,QB,0.2,83.36,5.3,5.2,432.9,3.0,,,,,,
,,,,,,,,,,,,,,,,
Players,RK,Team,BYE,POS,% ATT,ATT,YPA,YPAA,Rush,TDs,%Ctch,Catch,YPC,YPCA,REC,TDs
Houston REC WR,,HOU,10,WR,0.01,3.08,6.9,4.3,21.2,0.1,0.60,196.30,12.2,12.6,2391,8.0
Brandin Cooks,1,HOU,10,WR,0.00,1.00,6.7,6.6,6.6,0.0,0.36,70.67,13.0,12.7,896,4.0
Chris Conley,2,HOU,10,WR,0.01,2.08,7.1,7.0,14.6,0.0,0.25,49.08,12.0,11.7,573,2.0
Anthony Miller,3,HOU,10,WR,0.00,0.00,7.1,7.0,0.0,0.0,0.22,43.19,12.8,12.5,539,1.0
Nick Collins,4,HOU,10,WR,0.00,0.00,5.7,5.6,0.0,0.0,0.17,33.37,11.8,11.5,383,1.0
Andre Roberts,5,HOU,10,WR,0.00,0.00,7.1,7.0,0.0,0.0,0.00,0.00,12.5,12.2,0,0.0
,,,,,,,,,,,,,,,,
Players,RK,Team,BYE,POS,% ATT,ATT,YPA,YPAA,Rush,TDs,%Ctch,Catch,YPC,YPCA,REC,TDs
Houston REC TE,,HOU,10,TE,0,0.00,0.0,4.3,0.0,0.0,0.20,65.43,10.1,10.8,658,4.0
Jordan Akins,1,HOU,10,TE,0.00,0.00,8.0,7.9,0.0,0.0,0.60,39.26,10.3,9.7,380,2.6
Brevin Jordan,2,HOU,10,TE,0.00,0.00,8.0,7.9,0.0,0.0,0.40,26.17,12.3,10.6,277,1.4
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Players,RK,Team,BYE,POS,%Play,Comp%,Comp,ATT,YPA,Yards,TDs,Ints,Att,Rush,TDs,
Indianapolis Passing,,IND,14,QB,100.00,63%,364.3,576.5,6.8,3893.6,23.95,12.00,47,166,1.00,
Carson Wentz,1,IND,14,QB,0.90,63%,327.9,518.9,6.8,3553.6,22.00,11.00,47,166,1.00,
Jacob Eason,2,IND,14,QB,0.10,63%,36.3,57.7,6.8,392.0,2.39,1.20,0,0,0.00,
,,,,,,,,,,,,,,,,
Players,RK,Team,BYE,POS,% ATT,ATT,YPA,YPAA,Rush,TDs,%Ctch,Catch,YPC,YPCA,REC,TDs
Indianapolis Rushing,,IND,14,RB,100,474.57,4.3,4.3,2047.4,18.1,0.28,102.00,7.3,7.4,749,3.0
Jonathan Taylor,1,IND,14,RB,0.55,261.01,4.6,4.5,1172.9,12.0,0.48,48.96,8.5,7.9,387,1.0
Nyheim Hines,2,IND,14,RB,0.10,47.46,4.1,4.0,189.5,1.0,0.47,47.94,7.4,6.8,326,2.0
Marlon Mack,3,IND,14,RB,0.17,80.68,4.2,4.1,330.2,3.0,0.05,5.10,6.8,7.1,36,0.0
Jordan Wilkins,4,IND,14,RB,0.08,37.97,4.2,4.1,155.4,1.0,0.00,0.00,6.8,7.1,0,0.0
Carson Wentz,,IND,14,QB,0.1,47.46,3.6,3.5,165.8,1.0,,,,,,
,,,,,,,,,,,,,,,,
Players,RK,Team,BYE,POS,% ATT,ATT,YPA,YPAA,Rush,TDs,%Ctch,Catch,YPC,YPCA,REC,TDs
Indianapolis REC WR,,IND,14,WR,0.01,5.90,5.7,4.3,33.6,0.2,0.54,196.72,12.4,12.6,2436,17.0
T.Y. Hilton,1,IND,14,WR,0.00,0.00,6.5,6.4,0.0,0.0,0.27,53.11,13.2,12.9,684,3.0
Michael Pittman,2,IND,14,WR,0.01,3.93,5.6,5.5,21.6,0.0,0.35,68.85,12.6,12.3,845,8.0
Parris Campbell,3,IND,14,WR,0.00,1.97,6.2,6.1,12.0,0.0,0.24,47.21,12.0,11.7,551,4.0
Zach Pascal,4,IND,14,WR,0.00,0.00,7.1,7.0,0.0,0.0,0.14,27.54,13.2,12.9,355,2.0
Mike Strachan,5,IND,14,WR,0.00,0.00,6.5,6.4,0.0,0.0,0.00,0.00,12.5,12.2,0,0.0
,,,,,,,,,,,,,,,,
Players,RK,Team,BYE,POS,% ATT,ATT,YPA,YPAA,Rush,TDs,%Ctch,Catch,YPC,YPCA,REC,TDs
Indianapolis REC TE,,IND,14,TE,0.00,0.00,0.0,4.3,0.0,0.0,0.18,65.57,10.8,10.8,709,4.0
Jack Doyle,1,IND,14,TE,0.00,0.00,8.0,7.9,0.0,0.0,0.52,34.10,10.8,10.2,347,2.0
Mo Alie-Cox,2,IND,14,TE,0.00,0.00,8.0,7.9,0.0,0.0,0.48,31.47,12.1,11.5,362,2.0
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Players,RK,Team,BYE,POS,%Play,Comp%,Comp,ATT,YPA,Yards,TDs,Ints,Att,Rush,TDs,
Jacksonville Passing,,JAC,7,QB,100.00,65%,384.9,593.0,7.0,4136.9,26.01,13.00,75,255,3.00,
Trevor Lawrence,1,JAC,7,QB,0.96,65%,369.5,569.3,6.8,3899.0,25.00,12.00,75,255,3.00,
C.J. Beathard,2,JAC,7,QB,0.04,63%,14.9,23.7,7.1,168.4,1.04,0.52,0,0,0.00,
,,,,,,,,,,,,,,,,
Players,RK,Team,BYE,POS,% ATT,ATT,YPA,YPAA,Rush,TDs,%Ctch,Catch,YPC,YPCA,REC,TDs
Jacksonville Rushing,,JAC,7,RB,100,441.57,4.1,4.3,1921.0,12.0,0.25,96.23,5.4,7.4,517,3.0
Travis Etienne,1,JAC,7,RB,0,0.00,4.8,4.7,0.0,0.0,0.00,0.00,8.3,7.7,0,0.0
James Robinson,2,JAC,7,RB,0.62,273.77,4.4,4.3,1175.4,8.0,0.63,60.62,7.2,6.6,400,2.0
Carlos Hyde,3,JAC,7,RB,0.17,75.07,4.0,3.9,292.3,1.0,0.23,22.13,5.9,5.3,117,1.0
Dare Ogunbowale,4,JAC,7,RB,0.04,17.66,3.9,3.8,67.0,0.0,0.00,0.00,7.2,6.6,0,0.0
Trevor Lawrence,,JAC,7,QB,0.17,75.07,3.5,3.4,254.7,3.0,,,,,,
,,,,,,,,,,,,,,,,
Players,RK,Team,BYE,POS,% ATT,ATT,YPA,YPAA,Rush,TDs,%Ctch,Catch,YPC,YPCA,REC,TDs
Jacksonville REC WR,,JAC,7,WR,0.05,22.01,6.0,4.3,131.5,0.6,0.63,242.50,13.2,12.6,3199,21.0
D.J. Chark,1,JAC,7,WR,0.00,2.00,7.9,7.8,15.6,0.0,0.33,80.02,13.6,13.3,1063,8.0
Laviska Shenault,2,JAC,7,WR,0.05,20.00,5.9,5.8,115.9,0.8,0.31,75.17,12.7,12.4,931,7.0
Marvin Jones,3,JAC,7,WR,0.00,0.00,7.1,7.0,0.0,0.0,0.27,65.47,13.9,13.6,889,5.0
Tyron Johnson,4,JAC,7,WR,0.00,0.00,6.5,6.4,0.0,0.0,0.09,21.82,14.8,14.5,316,1.0
Phillip Dorsett,5,JAC,7,WR,0.00,0.00,8.2,8.1,0.0,0.0,0.00,0.00,10.7,10.4,0,0.0
,,,,,,,,,,,,,,,,
Players,RK,Team,BYE,POS,% ATT,ATT,YPA,YPAA,Rush,TDs,%Ctch,Catch,YPC,YPCA,REC,TDs
Jacksonville REC TE,,JAC,7,TE,0.00,0.00,0.0,4.3,0.0,0.0,0.12,46.19,9.1,10.8,421,1.0
James O'Shaughnessy,1,JAC,7,TE,0.00,0.00,8.0,7.9,0.0,0.0,0.75,34.64,9.7,9.1,315,0.3
Tyler Davis,2,JAC,7,TE,0.00,0.00,8.0,7.9,0.0,0.0,0.25,11.55,9.8,9.2,106,0.8
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Players,RK,Team,BYE,POS,%Play,Comp%,Comp,ATT,YPA,Yards,TDs,Ints,Att,Rush,TDs,
Kansas Passing,,KC,12,QB,100.00,67%,397.3,593.0,8.3,4908.7,39.42,8.00,56,263,2.00,
Patrick Mahomes II,1,KC,12,QB,0.98,67%,389.3,581.2,8.3,4822.9,40.00,7.00,56,263,2.00,
Chad Henne,2,KC,12,QB,0.02,61%,7.2,11.9,6.9,81.8,0.79,0.16,0,0,0.00,
,,,,,,,,,,,,,,,,
Players,RK,Team,BYE,POS,% ATT,ATT,YPA,YPAA,Rush,TDs,%Ctch,Catch,YPC,YPCA,REC,TDs
Kansas Rushing,,KC,12,RB,100,400.32,4.4,4.3,1874.8,16.0,0.18,71.51,7.4,7.4,531,4.0
Clyde Edwards-Helaire,1,KC,12,RB,0.66,264.21,4.5,4.4,1160.8,13.0,0.70,50.06,8.2,7.6,380,3.0
Darrel Williams,2,KC,12,RB,0.11,44.04,4.1,4.0,175.9,1.0,0.09,6.44,7.4,6.8,44,0.4
Jerick McKinnon,3,KC,12,RB,0.09,36.03,3.9,3.8,136.7,0.0,0.21,15.02,7.7,7.1,107,1.0
Derrick Gore,4,KC,12,RB,0,0.00,4.0,3.9,0.0,0.0,0.00,0.00,7.8,7.1,0,0.0
Patrick Mahomes II,,KC,12,QB,0.14,56.04,4.8,4.7,263.0,2.0,,,,,,
,,,,,,,,,,,,,,,,
Players,RK,Team,BYE,POS,% ATT,ATT,YPA,YPAA,Rush,TDs,%Ctch,Catch,YPC,YPCA,REC,TDs
Kansas REC WR,,KC,12,WR,0.05,21.00,6.6,4.4,138.4,0.8,0.52,206.59,14.2,12.6,2931,25.0
Tyreek Hill,1,KC,12,WR,0.03,14.00,6.5,6.4,89.5,1.0,0.46,95.03,15.0,14.7,1395,13.0
Mecole Hardman,2,KC,12,WR,0.02,7.00,7.1,7.0,48.9,0.0,0.26,53.71,15.5,15.2,815,7.0
Demarcus Robinson,3,KC,12,WR,0.00,0.00,6.7,6.6,0.0,0.0,0.19,39.25,12.0,11.7,458,4.0
Bryon Pringle,4,KC,12,WR,0.00,0.00,7.1,7.0,0.0,0.0,0.09,18.59,14.4,14.1,262,1.0
Marcus Kemp,5,KC,12,WR,0.00,0.00,6.5,6.4,0.0,0.0,0.00,0.00,12.3,12.0,0,0.0
,,,,,,,,,,,,,,,,
Players,RK,Team,BYE,POS,% ATT,ATT,YPA,YPAA,Rush,TDs,%Ctch,Catch,YPC,YPCA,REC,TDs
Kansas REC TE,,KC,12,TE,0.00,0.00,0.0,4.4,0.0,0.0,0.30,119.19,12.1,10.8,1447,11.0
Travis Kelce,1,KC,12,TE,0.00,0.00,8.0,7.9,0.0,0.0,0.94,112.04,12.9,12.3,1376,11.0
Blake Bell,2,KC,12,TE,0.00,0.00,8.0,7.9,0.0,0.0,0.06,7.15,10.5,9.9,71,0.0
,,,,,,,,,,,,,,,,
